ingredient,AIC,Artusi,total_usage,artusi_freq,aic_freq,freq_diff
lesser calamint leaf,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
long lettuce leaf,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
long maccheroni,0.0,1.0,1.0,0.12658227848101267,0.0,-0.12658227848101267
dry liqueur,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
lumachine pasta,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
maccheroni rigati,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
maccheroni pasta,0.0,1.0,1.0,0.12658227848101267,0.0,-0.12658227848101267
maccheroni della regina or pennine pasta,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
maccheroncini pasta,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
maccheroncelli pasta,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
dry pasta,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
luvertìn (wild hop shoots),1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
dry pork sausage,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
dry sausage and prosciutto,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
lumache pasta (durum wheat),1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
long napoletano-style macaroni,0.0,1.0,1.0,0.12658227848101267,0.0,-0.12658227848101267
lugànega sausage,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
luganiga sausage,0.0,1.0,1.0,0.12658227848101267,0.0,-0.12658227848101267
duck gizzard,0.0,1.0,1.0,0.12658227848101267,0.0,-0.12658227848101267
duck heart,0.0,1.0,1.0,0.12658227848101267,0.0,-0.12658227848101267
"long, lean sausage (luganega)",1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
long zucchini,0.0,1.0,1.0,0.12658227848101267,0.0,-0.12658227848101267
long squash,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
duck or mallard,0.0,1.0,1.0,0.12658227848101267,0.0,-0.12658227848101267
long neapolitan maccheroni,0.0,1.0,1.0,0.12658227848101267,0.0,-0.12658227848101267
lamb or kid coratella,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
firm béchamel sauce,0.0,1.0,1.0,0.12658227848101267,0.0,-0.12658227848101267
lamb meat trimming,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
fresh orange zest,0.0,1.0,1.0,0.12658227848101267,0.0,-0.12658227848101267
grated rye bread crust,0.0,1.0,1.0,0.12658227848101267,0.0,-0.12658227848101267
grated peretta,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
grated pecorino sardo,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
fresh rosemary,0.0,1.0,1.0,0.12658227848101267,0.0,-0.12658227848101267
fresh sagne pasta,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
grated orange zest,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
fresh salame,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
grated nutmeg,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
grated mint candy,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
fresh salami,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
grated lemon peel,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
grated lemon,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
fresh salsiccia sausage,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
fresh sardinian sausage,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
grated chocolate,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
fresh seasonal vegetable,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
fresh shelled pistachio,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
grated breadcrumb,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
grated aged goat and cow cheese,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
grasselli,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
fresh small cuttlefish,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
fresh pork sausage,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
grated sweet pecorino cheese,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
"grated, unaged pecorino cheese",1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
green pea,0.0,1.0,1.0,0.12658227848101267,0.0,-0.12658227848101267
fresh oregano,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
fresh oregano sprig,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
grignolino wine,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
gries (semolina),1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
grey partridge,0.0,1.0,1.0,0.12658227848101267,0.0,-0.12658227848101267
greens or legume,0.0,1.0,1.0,0.12658227848101267,0.0,-0.12658227848101267
green zucchini,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
fresh pappardelle,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
fresh pasta,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
fresh pasta square,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
graukäse,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
green celery,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
green cauliflower,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
green cabbage,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
fresh pig's trotter,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
fresh pistachio,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
fresh pork,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
green apple,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
fresh pork coppa,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
grayling,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
grappa or slivovitz,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
grappa or rum,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
grappa or liqueur,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
friarielli,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
fresh wild fennel,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
fresh wild mint leaf,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
giblets (livers and hearts),1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
fresh wild mint sprig,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
giardiniera (pickled vegetables),1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
fresh zampone,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
gherkin in oil,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
fresh zucchini,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
gattuccio (small shark),1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
garden pea,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
glucose,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
friarielli (tender broccoli rabe),1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
garden chicory,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
garda lemon,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
garagoli (pelican's foot snail),1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
fried bread crouton,0.0,1.0,1.0,0.12658227848101267,0.0,-0.12658227848101267
fried meatball,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
frog leg,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
fruit,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
fruit preserves or pastry cream,0.0,1.0,1.0,0.12658227848101267,0.0,-0.12658227848101267
fresh white truffle,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
gnocchi,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
fresh spicy sausage,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
goose liver pâté medallion,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
grapes or cherry,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
grape jam,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
grape,0.0,1.0,1.0,0.12658227848101267,0.0,-0.12658227848101267
grana padano or parmigiano cheese,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
fresh tagliolini,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
gramigna pasta,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
gorgonzola,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
gooseberry,0.0,1.0,1.0,0.12658227848101267,0.0,-0.12658227848101267
goose neck skin,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
goose heart,0.0,1.0,1.0,0.12658227848101267,0.0,-0.12658227848101267
go fish (ghiozzi),1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
goose fat,0.0,1.0,1.0,0.12658227848101267,0.0,-0.12658227848101267
goose breast,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
fresh trentina lucanica sausage,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
"good, degreased broth",1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
fresh tuna belly (ventresca),1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
gold leaf,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
goby,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
fresh veal or young beef,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
goat leg,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
ground chicken,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
fresh myrtle berry,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
"firm, aged scamorza cheese",1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
fresh must,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
kid or lamb offal and giblet,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
kid goat or suckling lamb coratella,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
kid goat meat,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
kid goat liver and lung,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
kid goat leg,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
kid goat intestine,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
kid goat coratella,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
kid goat caul fat,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
focaccia dough,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
kale,0.0,1.0,1.0,0.12658227848101267,0.0,-0.12658227848101267
foiolo (omasum tripe),1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
fondant sugar,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
jasmine flower,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
fortified wine,0.0,1.0,1.0,0.12658227848101267,0.0,-0.12658227848101267
isinglass sheet,0.0,1.0,1.0,0.12658227848101267,0.0,-0.12658227848101267
fragrant melon,0.0,1.0,1.0,0.12658227848101267,0.0,-0.12658227848101267
"intense, full-bodied red wine",1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
iced water,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
free-range chicken,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
free-range chicken meat,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
fregolina (tempestine pasta),1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
flowering basil,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
kirsch or rum,0.0,1.0,1.0,0.12658227848101267,0.0,-0.12658227848101267
kitchen meat scrap,0.0,1.0,1.0,0.12658227848101267,0.0,-0.12658227848101267
fish scrap,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
firm-fleshed fish,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
lamb liver,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
"fish (dentex, gurnard, sea bream, or scorpionfish)",1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
lamb intestine,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
lamb hindquarter,0.0,1.0,1.0,0.12658227848101267,0.0,-0.12658227848101267
fish (grayling or trout),1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
fish cheek,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
fish or vegetable,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
lamb caul fat,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
lamb (or kid) intestine,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
kitchen scrap,0.0,1.0,1.0,0.12658227848101267,0.0,-0.12658227848101267
fish steak,0.0,1.0,1.0,0.12658227848101267,0.0,-0.12658227848101267
lake tench,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
lagane pasta,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
lagane,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
ladyfinger biscuit,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
flaked fleur de sel,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
lacinato kale,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
l'aquila black truffle paste,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
l'aquila black truffle,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
horseradish in vinegar,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
fregula,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
horse meat slice,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
fresh langoustine,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
handmade buckwheat strascinati,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
ham cooking water,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
ham,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
gurnard (coccio),1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
fresh kren root (horseradish),1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
gum arabic powder,0.0,1.0,1.0,0.12658227848101267,0.0,-0.12658227848101267
guinea fowl liver and gizzard,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
fresh laganelle,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
guanciale (baffo),1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
fresh leek,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
fresh fennel,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
ground veal pulp,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
fresh legume,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
ground prosciutto,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
ground pork loin,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
ground pork and veal pulp,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
fresh lemon,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
fresh marjoram leaf,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
ground lard,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
ground lamb,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
fresh fennel sprig,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
fresh egg quadrucci,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
fresella,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
fresh champignon mushroom,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
horse mackerel (sauri),1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
hop shoot,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
fresh anellini pasta,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
homemade tagliolini pasta,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
fresh bread,0.0,1.0,1.0,0.12658227848101267,0.0,-0.12658227848101267
homemade pasta,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
homemade orecchiette,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
homemade bread slice,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
high-proof alcohol,0.0,1.0,1.0,0.12658227848101267,0.0,-0.12658227848101267
hen or capon,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
hare fillet,0.0,1.0,1.0,0.12658227848101267,0.0,-0.12658227848101267
hen giblet,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
heavy waxed paper,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
fresh corn,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
fresh cuttlefish,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
hazelnut grain,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
fresh edible herb leaf,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
fresh egg pasta,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
hare meat,0.0,1.0,1.0,0.12658227848101267,0.0,-0.12658227848101267
hare hindquarter,0.0,1.0,1.0,0.12658227848101267,0.0,-0.12658227848101267
dough from recipe #277,0.0,1.0,1.0,0.12658227848101267,0.0,-0.12658227848101267
dough,0.0,1.0,1.0,0.12658227848101267,0.0,-0.12658227848101267
meat sauce with giblet,0.0,1.0,1.0,0.12658227848101267,0.0,-0.12658227848101267
pitta bread,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
cod,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
pig's brain,0.0,1.0,1.0,0.12658227848101267,0.0,-0.12658227848101267
pig's blood,0.0,1.0,1.0,0.12658227848101267,0.0,-0.12658227848101267
piedmont hazelnut,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
piece of pork and rib,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
coffee or milk,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
pickled mushroom,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
"cognac, rum, or other liqueur",0.0,1.0,1.0,0.12658227848101267,0.0,-0.12658227848101267
pickled cucumber,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
pickled chili pepper,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
pickled bell pepper,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
pickle,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
pici,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
piave,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
pheasant,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
pesto alla genovese,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
colored candy,0.0,1.0,1.0,0.12658227848101267,0.0,-0.12658227848101267
peruvian cinchona,0.0,1.0,1.0,0.12658227848101267,0.0,-0.12658227848101267
peretta,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
perciatelli pasta,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
perciatelli or bucatini pasta,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
pig's head,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
cocoa powder and dark chocolate,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
cockscomb,0.0,1.0,1.0,0.12658227848101267,0.0,-0.12658227848101267
pine nut and walnut,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
pistadein,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
pischidu,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
pipirella,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
pinza pasquale dough,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
pink lady apple,0.0,1.0,1.0,0.12658227848101267,0.0,-0.12658227848101267
pineapple slice,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
"pine nuts, candied citron and orange",1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
"pine nut, walnut, and hazelnut mix",1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
pine nut or walnut,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
coarsely ground beef,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
cockle or wedge clam,0.0,1.0,1.0,0.12658227848101267,0.0,-0.12658227848101267
cockerel,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
cockerel comb,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
pimpinella,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
cockerel giblet,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
pike-perch,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
cockle,0.0,1.0,1.0,0.12658227848101267,0.0,-0.12658227848101267
pigeon liver,0.0,1.0,1.0,0.12658227848101267,0.0,-0.12658227848101267
pigeon gizzard,0.0,1.0,1.0,0.12658227848101267,0.0,-0.12658227848101267
pigeon giblet,0.0,1.0,1.0,0.12658227848101267,0.0,-0.12658227848101267
colored sprinkles (anicini),1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
perch,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
penne rigate,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
cooked wine must,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
cooked pork rind,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
cooked rice,0.0,1.0,1.0,0.12658227848101267,0.0,-0.12658227848101267
pastina or capellini,0.0,1.0,1.0,0.12658227848101267,0.0,-0.12658227848101267
pasticcio dough from recipe 372,0.0,1.0,1.0,0.12658227848101267,0.0,-0.12658227848101267
pasta reale (marzipan),1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
cooked sausage,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
pasta mischiata,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
pasta matta dough,0.0,1.0,1.0,0.12658227848101267,0.0,-0.12658227848101267
pasta dough sheet,0.0,1.0,1.0,0.12658227848101267,0.0,-0.12658227848101267
coot,0.0,1.0,1.0,0.12658227848101267,0.0,-0.12658227848101267
cooked must,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
coot pulp,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
copertella beef,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
corallini pasta or fried durum wheat bread croutons (coccoi),1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
corbezzolo or wildflower honey,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
coriander,0.0,1.0,1.0,0.12658227848101267,0.0,-0.12658227848101267
parsley or oregano,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
parsley and marjoram,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
parsley and celery leaf,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
corn,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
pastry wafer,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
pea pod,0.0,1.0,1.0,0.12658227848101267,0.0,-0.12658227848101267
colored tissue paper,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
pecorino cheese or caciocavallo,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
penne or ziti pasta,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
penne,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
common bread,0.0,1.0,1.0,0.12658227848101267,0.0,-0.12658227848101267
confettate olife,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
conger eel,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
pectin-based jam setting mix,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
cooked bean,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
cooked boiled meat,0.0,1.0,1.0,0.12658227848101267,0.0,-0.12658227848101267
cooked cherry,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
cooked fig sugar,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
cooked legume,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
peas (from recipe #427),0.0,1.0,1.0,0.12658227848101267,0.0,-0.12658227848101267
cooked fruit jam or mostarda,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
cooked grape must,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
pear jam,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
pear acquavite,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
cooked green,0.0,1.0,1.0,0.12658227848101267,0.0,-0.12658227848101267
cooked ham or mortadella,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
cooked ham slice,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
peach jam,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
pisto,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
pitted gaeta black olive,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
parmigiano cheese or toma,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
pitted gaeta olive,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
pre-cooked tripe,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
chicory and scarolella,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
poveracce clam,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
poultry,0.0,1.0,1.0,0.12658227848101267,0.0,-0.12658227848101267
chifel,0.0,1.0,1.0,0.12658227848101267,0.0,-0.12658227848101267
potato purée,0.0,1.0,1.0,0.12658227848101267,0.0,-0.12658227848101267
chifel bread roll,0.0,1.0,1.0,0.12658227848101267,0.0,-0.12658227848101267
chili oil,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
pork with rind,1.0,0.0,1.0,0.0,0.038476337052712584,0.038476337052712584
